api_id,name,category_large,category_medium,transport,method,url,req_body_fields,resp_body_fields
ka30009,ELW등락율순위요청,국내주식,ELW,REST,POST,/api/dostk/elw,3,1
ka30010,ELW잔량순위요청,국내주식,ELW,REST,POST,/api/dostk/elw,3,1
ka30011,ELW근접율요청,국내주식,ELW,REST,POST,/api/dostk/elw,1,1
ka30012,ELW종목상세정보요청,국내주식,ELW,REST,POST,/api/dostk/elw,1,65
ka40001,ETF수익율요청,국내주식,ETF,REST,POST,/api/dostk/etf,3,1
ka40002,ETF종목정보요청,국내주식,ETF,REST,POST,/api/dostk/etf,1,5
ka40003,ETF일별추이요청,국내주식,ETF,REST,POST,/api/dostk/etf,1,1
ka40004,ETF전체시세요청,국내주식,ETF,REST,POST,/api/dostk/etf,6,1
ka40006,ETF시간대별추이요청,국내주식,ETF,REST,POST,/api/dostk/etf,1,6
ka40007,ETF시간대별체결요청,국내주식,ETF,REST,POST,/api/dostk/etf,1,7
ka40008,ETF일자별체결요청,국내주식,ETF,REST,POST,/api/dostk/etf,1,6
ka40009,ETF시간대별NAV현황,국내주식,ETF,REST,POST,/api/dostk/etf,1,1
ka40010,ETF시간대별수급현황,국내주식,ETF,REST,POST,/api/dostk/etf,1,1
ka50010,금현물체결추이,국내주식,시세,REST,POST,/api/dostk/mrkcond,1,1
ka50012,금현물일별추이,국내주식,시세,REST,POST,/api/dostk/mrkcond,2,1
ka50079,금현물틱차트조회요청,국내주식,차트,REST,POST,/api/dostk/chart,3,1
ka50080,금현물분봉차트조회요청,국내주식,차트,REST,POST,/api/dostk/chart,3,1
ka50081,금현물일봉차트조회요청,국내주식,차트,REST,POST,/api/dostk/chart,3,1
ka50082,금현물주봉차트조회요청,국내주식,차트,REST,POST,/api/dostk/chart,3,1
ka50083,금현물월봉차트조회요청,국내주식,차트,REST,POST,/api/dostk/chart,3,1
ka50087,금현물예상체결,국내주식,시세,REST,POST,/api/dostk/mrkcond,1,1
ka50091,금현물당일틱차트조회요청,국내주식,차트,REST,POST,/api/dostk/chart,2,1
ka50092,금현물당일분봉차트조회요청,국내주식,차트,REST,POST,/api/dostk/chart,2,1
ka50100,금현물 시세정보,국내주식,시세,REST,POST,/api/dostk/mrkcond,1,11
ka50101,금현물 호가,국내주식,시세,REST,POST,/api/dostk/mrkcond,2,1
ka52301,금현물투자자현황,국내주식,기관/외국인,REST,POST,/api/dostk/frgnistt,0,1
ka90001,테마그룹별요청,국내주식,테마,REST,POST,/api/dostk/thme,6,1
ka90002,테마구성종목요청,국내주식,테마,REST,POST,/api/dostk/thme,3,3
ka90003,프로그램순매수상위50요청,국내주식,종목정보,REST,POST,/api/dostk/stkinfo,4,1
ka90004,종목별프로그램매매현황요청,국내주식,종목정보,REST,POST,/api/dostk/stkinfo,3,7
ka90005,프로그램매매추이요청 시간대별,국내주식,시세,REST,POST,/api/dostk/mrkcond,5,1
ka90006,프로그램매매차익잔고추이요청,국내주식,시세,REST,POST,/api/dostk/mrkcond,2,1
ka90007,프로그램매매누적추이요청,국내주식,시세,REST,POST,/api/dostk/mrkcond,4,1
ka90008,종목시간별프로그램매매추이요청,국내주식,시세,REST,POST,/api/dostk/mrkcond,3,1
ka90009,외국인기관매매상위요청,국내주식,순위정보,REST,POST,/api/dostk/rkinfo,5,1
ka90010,프로그램매매추이요청 일자별,국내주식,시세,REST,POST,/api/dostk/mrkcond,5,1
ka90012,대차거래내역요청,국내주식,대차거래,REST,POST,/api/dostk/slb,2,1
ka90013,종목일별프로그램매매추이요청,국내주식,시세,REST,POST,/api/dostk/mrkcond,3,1
kt00001,예수금상세현황요청,국내주식,계좌,REST,POST,/api/dostk/acnt,1,70
kt00002,일별추정예탁자산현황요청,국내주식,계좌,REST,POST,/api/dostk/acnt,2,1
kt00003,추정자산조회요청,국내주식,계좌,REST,POST,/api/dostk/acnt,1,1
kt00004,계좌평가현황요청,국내주식,계좌,REST,POST,/api/dostk/acnt,2,19
kt00005,체결잔고요청,국내주식,계좌,REST,POST,/api/dostk/acnt,1,31
kt00007,계좌별주문체결내역상세요청,국내주식,계좌,REST,POST,/api/dostk/acnt,7,1
kt00008,계좌별익일결제예정내역요청,국내주식,계좌,REST,POST,/api/dostk/acnt,1,5
kt00009,계좌별주문체결현황요청,국내주식,계좌,REST,POST,/api/dostk/acnt,8,4
kt00010,주문인출가능금액요청,국내주식,계좌,REST,POST,/api/dostk/acnt,6,28
kt00011,증거금율별주문가능수량조회요청,국내주식,계좌,REST,POST,/api/dostk/acnt,2,36
kt00012,신용보증금율별주문가능수량조회요청,국내주식,계좌,REST,POST,/api/dostk/acnt,2,27
kt00013,증거금세부내역조회요청,국내주식,계좌,REST,POST,/api/dostk/acnt,0,50
kt00015,위탁종합거래내역요청,국내주식,계좌,REST,POST,/api/dostk/acnt,9,1
kt00016,일별계좌수익률상세현황요청,국내주식,계좌,REST,POST,/api/dostk/acnt,2,39
kt00017,계좌별당일현황요청,국내주식,계좌,REST,POST,/api/dostk/acnt,0,25
kt00018,계좌평가잔고내역요청,국내주식,계좌,REST,POST,/api/dostk/acnt,2,9
